10000 30000
4889 5070 50
4890 4647 151
4890 1889 200
4890 7155 4
4891 8811 123
4891 8283 52
4892 3325 108
4892 159 31
4892 6818 33
4893 3972 78
4893 3102 183
4893 94 167
4894 4719 162
4894 7751 90
4894 1561 63
4895 7115 6
4895 3970 104
4895 8807 160
4895 2141 13
4896 8583 117
4896 5411 13
4897 808 34
4897 9093 180
4897 501 99
4898 5308 103
4898 6706 187
4898 9790 162
4898 434 151
4899 8249 149
4899 5342 146
4899 4581 4
4900 9892 179
4900 9939 91
4900 4540 135
4901 4241 112
4901 1281 162
4902 3704 95
4902 669 116
4902 3894 26
4903 3588 9
4903 4588 82
4903 5185 43
4903 1252 118
4904 7225 117
4904 5717 31
4904 8973 185
4904 1919 115
4905 4620 52
4905 2176 159
4906 1974 13
4906 3633 114
4906 7734 50
4907 6414 73
4907 3135 87
4907 2035 88
4907 387 39
4908 4256 115
4908 9276 162
4908 3574 71
4908 2162 194
4909 4230 188
4909 6593 13
4909 820 187
4909 4301 119
4910 7735 197
4910 7069 143
4910 7789 82
4910 6322 117
4911 1802 117
4911 1318 87
4911 1962 155
4912 1704 55
4912 4506 175
4913 7272 46
4913 3380 176
4913 9631 4
4914 653 199
4914 7059 18
4914 1553 34
4914 3019 45
4915 8415 66
4915 3913 146
4915 6976 24
4916 8794 165
4916 7856 154
4916 8008 66
4916 492 154
4917 8840 150
4917 6869 152
4917 5412 186
4917 3771 96
4918 1054 185
4918 5244 17
4919 2754 104
4919 8105 39
4919 8448 175
4920 5379 108
4920 5177 57
4920 4782 108
4921 7025 86
4921 3847 142
4921 6999 152
4922 5146 27
4922 6688 167
4922 6714 62
4923 9776 118
4923 4776 104
4923 6586 192
4923 3965 29
4924 6983 99
4924 1383 97
4925 3559 169
4925 6485 153
4925 7818 27
4925 9624 169
4926 8334 138
4926 7368 30
4926 1215 193
4926 2651 189
4927 7681 74
4927 8365 130
4927 8567 195
4928 3869 33
4928 9941 33
4928 4869 14
4928 4363 105
4929 6519 5
4929 6305 37
4929 6785 133
4930 2163 3
4930 9775 90
4930 9995 166
4930 6478 121
4931 5128 163
4931 6514 9
4931 2294 185
4931 9460 5
4932 6393 151
4932 5542 11
4933 3084 86
4933 7434 98
4934 117 67
4934 1679 31
4934 1217 89
4935 4304 187
4935 7517 14
4935 211 73
4936 102 151
4936 3612 176
4936 6276 20
4936 9617 70
4937 3696 163
4937 1360 154
4937 2679 181
4938 6764 24
4938 1171 5
4938 5157 16
4938 3574 155
4939 7736 114
4939 415 136
4939 2755 183
4940 2066 163
4940 2528 99
4941 2962 38
4941 5341 6
4941 8936 108
4942 9196 165
4942 1039 117
4942 6686 115
4943 455 180
4943 6290 49
4943 5346 51
4944 7098 79
4944 1739 137
4945 4477 102
4945 4080 21
4945 9967 90
4945 3193 25
4946 2335 47
4946 1617 45
4946 5019 69
4947 1955 187
4947 8720 47
4947 5700 17
4947 10000 1
4948 9268 112
4948 7858 14
4949 380 68
4949 1009 82
4950 4082 47
4950 8204 153
4950 5211 97
4951 9691 23
4951 3777 173
4951 3134 190
4952 5995 134
4952 2489 75
4952 5798 113
4952 5971 90
4953 7003 37
4953 3240 163
4954 3412 109
4954 2917 136
4954 5041 171
4954 601 194
4955 956 92
4955 7277 48
4955 8203 129
4955 1078 166
4956 878 175
4956 1225 13
4956 1443 57
4957 9294 173
4957 3506 73
4957 9245 17
4957 5473 78
4958 4816 171
4958 284 127
4958 8657 107
4958 5395 155
4959 6844 102
4959 5870 90
4960 8693 76
4960 6674 96
4961 4876 52
4961 583 147
4961 9008 112
4961 4064 103
4962 5195 89
4962 9890 164
4963 3732 55
4963 6945 166
4964 9788 92
4964 6577 84
4964 1438 150
4964 213 35
4965 7697 139
4965 7796 190
4966 4563 142
4966 3181 73
4966 6041 71
4966 5878 102
4967 6675 177
4967 1195 133
4968 5994 143
4968 689 166
4969 7466 7
4969 5490 24
4970 9036 92
4970 567 67
4970 9188 179
4971 6043 178
4971 5650 88
4972 3242 193
4972 2027 151
4973 738 197
4973 2014 35
4973 1737 157
4973 2664 126
4974 3736 8
4974 6537 89
4974 1367 196
4975 3153 102
4975 8753 123
4975 2592 168
4975 5413 44
4976 9170 104
4976 5242 24
4976 166 199
4977 6419 28
4977 2210 15
4978 691 116
4978 4885 6
4978 7369 172
4978 6355 169
4979 5326 163
4979 3803 176
4980 380 119
4980 9479 27
4980 2381 176
4980 2485 182
4981 9133 54
4981 4459 98
4982 5092 89
4982 6802 71
4982 2097 198
4983 7117 110
4983 8870 156
4983 3654 44
4983 3892 22
4984 7818 75
4984 4197 15
4984 1689 168
4985 1238 137
4985 2474 79
4985 8557 49
4985 4125 82
4986 4697 198
4986 3205 70
4987 5856 66
4987 73 168
4987 6619 93
4987 7583 34
4988 1600 128
4988 8624 199
4989 8229 31
4989 571 119
4989 8504 163
4990 8312 166
4990 9665 190
4991 4936 171
4991 976 53
4991 337 63
4992 8101 40
4992 6150 40
4993 7379 28
4993 9092 87
4994 519 114
4994 2395 113
4994 4759 188
4995 3262 155
4995 3752 98
4995 8951 182
4995 8509 195
4996 4992 127
4996 6235 90
4996 4095 126
4996 3566 136
4997 1364 138
4997 6650 145
4997 1393 148
4998 5909 155
4998 1154 196
4998 7587 22
4998 743 59
4999 1443 78
4999 7377 16
4999 6597 31
5000 1366 112
5000 5277 189
5001 2972 11
5001 2541 13
5002 4003 45
5002 7614 38
5003 3 96
5003 548 158
5004 3785 93
5004 9651 107
5005 2641 151
5005 413 60
5006 2407 2
5006 1171 154
5007 5497 117
5007 9522 151
5007 5517 152
5008 4486 110
5008 5430 87
5009 1040 107
5009 4849 56
5010 7566 174
5010 4237 40
5010 7642 11
5011 2602 163
5011 2779 156
5012 964 184
5012 5555 10
5012 1687 11
5012 9571 33
5013 9516 44
5013 1034 139
5014 8931 76
5014 5424 36
5015 4943 179
5015 6701 3
5015 5578 43
5015 3321 39
5016 4214 119
5016 445 8
5016 4550 154
5016 5724 88
5017 8513 196
5017 6035 29
5017 6579 69
5017 1599 2
5018 660 67
5018 4849 62
5018 7365 46
5018 8937 135
5019 7618 66
5019 8823 120
5019 9040 173
5020 99 74
5020 5438 46
5021 3234 132
5021 5714 138
5021 3832 176
5022 6173 71
5022 7596 149
5023 1131 199
5023 6231 80
5023 3752 135
5023 3100 143
5024 5775 175
5024 4405 169
5024 815 115
5024 8317 184
5025 732 66
5025 594 132
5025 5175 33
5025 2572 30
5026 1491 6
5026 3718 32
5027 8815 185
5027 3474 92
5028 9081 71
5028 1180 107
5029 7464 1
5029 7663 66
5029 8420 89
5030 9478 178
5030 776 58
5030 1306 190
5031 7426 113
5031 257 172
5031 4508 170
5031 7451 186
5032 9722 11
5032 6855 30
5033 776 153
5033 3012 7
5033 4094 142
5034 5439 3
5034 1316 99
5034 3923 102
5035 2473 166
5035 2098 176
5035 1966 82
5036 4175 197
5036 6188 134
5036 9402 116
5037 3880 11
5037 4871 32
5037 1739 166
5037 3525 14
5038 5832 110
5038 3980 78
5038 3411 144
5039 6010 114
5039 2199 86
5040 6560 124
5040 1049 13
5040 1787 65
5041 771 65
5041 7073 179
5042 3184 5
5042 2656 22
5043 5539 69
5043 2980 13
5044 9468 73
5044 8494 117
5044 5119 174
5045 8910 33
5045 2384 20
5045 6058 84
5046 809 75
5046 1601 118
5046 8501 5
5046 5832 43
5047 569 147
5047 1974 48
5048 3036 135
5048 9548 33
5049 5293 100
5049 807 118
5050 262 80
5050 2235 148
5050 3857 191
5051 7151 42
5051 4993 164
5051 1103 191
5051 5661 34
5052 3843 42
5052 916 130
5052 8305 127
5053 9864 169
5053 1107 185
5053 3251 193
5053 900 177
5054 9383 191
5054 3494 111
5054 8231 89
5055 1628 37
5055 611 16
5056 877 171
5056 3739 181
5057 3150 90
5057 770 114
5058 7908 97
5058 8407 52
5058 4938 103
5059 4819 195
5059 4198 24
5060 6540 25
5060 9725 140
5061 6392 57
5061 5048 146
5061 6726 65
5061 2433 109
5062 2590 135
5062 8762 63
5062 1227 124
5063 6733 104
5063 8734 98
5063 9911 159
5064 8954 183
5064 8860 46
5064 2449 161
5064 9696 138
5065 5743 170
5065 8845 51
5066 3798 98
5066 4194 109
5067 2899 66
5067 8445 1
5067 7163 4
5067 2774 6
5068 9949 20
5068 1275 175
5069 2833 166
5069 5124 156
5069 9372 0
5069 6490 149
5070 8843 118
5070 8047 17
5071 7471 96
5071 6576 54
5071 6229 54
5072 3203 100
5072 2849 149
5072 2446 153
5073 6238 162
5073 5844 94
5073 4171 164
5074 344 104
5074 167 32
5074 2155 64
5074 5031 147
5075 586 139
5075 7859 21
5075 1961 44
5075 2472 94
5076 2279 185
5076 8846 53
5077 5482 1
5077 3084 49
5077 6233 158
5077 2423 118
5078 2998 194
5078 2818 192
5078 8728 138
5078 6718 166
5079 4041 143
5079 1272 148
5079 6330 109
5079 1809 127
5080 7048 147
5080 8706 169
5081 7290 138
5081 2209 2
5081 6184 113
5082 412 14
5082 3421 185
5083 5323 2
5083 143 127
5084 5423 97
5084 5746 94
5084 1341 18
5084 9179 14
5085 8148 149
5085 6172 195
5085 496 104
5085 9527 138
5086 9987 113
5086 5546 102
5087 3429 36
5087 2659 154
5087 6227 171
5088 6228 181
5088 6709 45
5088 4373 60
5088 5076 6
5089 3465 7
5089 1844 15
5089 3398 5
5090 3064 39
5090 99 59
5090 2069 69
5091 8429 156
5091 6449 155
5091 5819 172
5091 2467 92
5092 7598 6
5092 7653 92
5092 2317 30
5093 2642 114
5093 6408 180
5094 8749 140
5094 7990 37
5095 484 137
5095 5701 138
5095 7592 91
5096 3551 159
5096 5887 81
5097 3805 182
5097 3863 0
5097 746 183
5098 4638 24
5098 3354 91
5098 1591 135
5098 7869 15
5099 6441 59
5099 5636 175
5099 2219 47
5099 7087 153
5100 536 68
5100 9125 51
5101 4310 172
5101 5593 75
5101 8811 80
5101 4780 166
5102 1173 180
5102 7960 192
5103 5122 199
5103 5568 125
5104 2946 32
5104 3520 174
5105 4820 152
5105 1656 155
5106 2880 117
5106 9279 94
5107 9659 0
5107 3391 16
5107 806 116
5107 4309 82
5108 9109 152
5108 6640 59
5108 2397 7
5108 1093 113
5109 7846 31
5109 5494 145
5109 3074 54
5110 7506 75
5110 2513 32
5111 5449 190
5111 2681 136
5111 7942 176
5112 1076 146
5112 9371 75
5112 4397 199
5113 8031 177
5113 7897 52
5113 5021 200
5113 3630 20
5114 3796 78
5114 8954 60
5115 3342 192
5115 4181 121
5115 9128 18
5116 1482 48
5116 6274 197
5117 6086 111
5117 2355 171
5117 8681 8
5117 7371 77
5118 9797 149
5118 2506 152
5118 6855 12
5118 4521 86
5119 8993 169
5119 1049 82
5120 3671 124
5120 6346 66
5120 6524 181
5121 7736 89
5121 7016 10
5122 5975 197
5122 8688 188
5122 7339 51
5122 565 74
5123 7102 59
5123 9756 86
5124 7088 154
5124 5594 148
5125 7470 140
5125 101 151
5126 1704 62
5126 6006 86
5127 2105 100
5127 3404 101
5128 5792 150
5128 2174 189
5129 5609 110
5129 811 135
5129 1645 109
5130 7433 113
5130 8796 12
5131 2632 13
5131 1104 57
5131 6771 108
5131 4390 146
5132 4810 17
5132 9112 84
5132 6607 175
5133 4180 104
5133 9918 160
5134 7544 63
5134 8920 58
5134 4918 142
5134 6987 32
5135 3900 138
5135 7776 163
5135 8948 72
5136 6407 42
5136 5271 79
5136 3578 46
5137 7163 66
5137 6856 177
5137 3688 106
5138 7082 46
5138 6552 162
5138 5299 47
5139 3452 17
5139 2734 51
5140 9743 155
5140 4197 70
5140 2955 171
5141 8964 7
5141 7750 165
5142 8721 125
5142 7073 76
5142 3748 94
5143 2878 25
5143 7908 50
5143 6759 172
5143 5555 119
5144 940 140
5144 6536 37
5145 3107 67
5145 6536 184
5146 7863 86
5146 1250 172
5146 2952 169
5147 6991 98
5147 3360 178
5147 5911 55
5148 2308 154
5148 8645 169
5148 9003 38
5148 2193 149
5149 1117 44
5149 7831 104
5149 3130 103
5150 155 175
5150 6544 57
5150 7698 21
5151 1122 167
5151 2130 10
5151 9767 120
5151 7044 30
5152 3482 69
5152 7833 94
5153 3432 173
5153 8694 176
5153 576 190
5153 6045 54
5154 8295 186
5154 7322 162
5154 8134 149
5155 4831 194
5155 672 124
5155 7674 44
5156 1953 111
5156 8144 197
5156 5119 3
5156 1159 157
5157 3996 148
5157 3761 118
5157 4765 5
5158 4563 76
5158 9694 46
5158 1300 89
5158 3385 118
5159 8283 141
5159 1968 167
5160 8687 18
5160 4469 139
5161 9623 11
5161 8424 38
5161 7761 179
5162 4624 41
5162 2423 71
5163 9225 78
5163 7782 193
5164 7096 3
5164 7587 68
5164 4408 31
5165 4749 190
5165 6922 2
5166 1436 95
5166 2023 89
5166 4251 163
5166 2100 89
5167 1640 124
5167 9643 171
5167 307 73
5167 7511 53
5168 9009 170
5168 7452 25
5168 4891 28
5168 5644 88
5169 9802 177
5169 6717 181
5169 6532 19
5170 2168 25
5170 7561 26
5170 7501 116
5171 3233 194
5171 9768 30
5171 8965 5
5171 6361 95
5172 6207 112
5172 4780 79
5173 2907 177
5173 676 185
5173 3680 104
5174 9785 5
5174 6037 33
5175 5848 110
5175 1094 41
5175 6856 34
5176 5996 89
5176 2058 2
5177 8370 44
5177 9320 86
5177 9476 52
5177 6019 49
5178 3270 30
5178 7548 68
5178 2712 34
5179 4030 98
5179 2498 183
5179 5028 68
5179 9973 68
5180 1392 6
5180 921 163
5180 7184 191
5180 9030 57
5181 6159 155
5181 6446 18
5182 5821 179
5182 372 152
5183 5071 82
5183 812 71
5184 5999 168
5184 4973 141
5185 4175 165
5185 6567 73
5185 3312 133
5186 4488 27
5186 4914 18
5186 4540 12
5187 8566 26
5187 4617 123
5187 8646 162
5187 2389 38
5188 3598 95
5188 2347 143
5189 6303 29
5189 208 82
5189 5113 160
5190 433 18
5190 4915 61
5190 155 194
5190 6794 193
5191 6430 21
5191 5863 15
5192 9561 181
5192 540 53
5193 4292 103
5193 464 91
5193 7075 113
5193 822 17
5194 7616 66
5194 6522 75
5194 6509 175
5194 2916 12
5195 1411 13
5195 9453 27
5196 7406 199
5196 8701 85
5197 9768 164
5197 3962 145
5198 2220 71
5198 7719 166
5198 3448 59
5198 9903 79
5199 4141 159
5199 2941 128
5200 6205 56
5200 3570 29
5200 8960 27
5200 4676 159
5201 1239 43
5201 5644 117
5202 1017 122
5202 713 193
5202 6524 170
5203 2896 104
5203 1937 20
5203 5561 33
5204 5349 114
5204 847 92
5205 9167 120
5205 3608 120
5206 7849 161
5206 1774 89
5206 193 198
5207 5982 57
5207 5135 124
5207 2721 154
5208 7917 177
5208 4106 49
5208 8029 44
5209 7002 10
5209 8123 49
5209 3381 41
5209 6294 129
5210 4544 108
5210 9779 8
5211 7117 196
5211 3456 77
5211 6090 64
5211 2652 118
5212 5519 50
5212 2149 83
5212 5930 46
5212 255 73
5213 6185 74
5213 6906 176
5213 482 199
5213 3542 124
5214 3999 64
5214 3188 147
5215 1108 101
5215 7990 11
5215 4249 30
5216 9836 68
5216 5146 27
5216 7165 13
5217 2038 4
5217 4982 21
5217 6106 146
5218 1729 121
5218 4276 156
5219 8946 157
5219 5148 45
5220 9127 32
5220 5975 167
5220 1908 30
5221 695 135
5221 4962 95
5221 3645 19
5222 4800 89
5222 1465 28
5223 6949 16
5223 242 89
5223 879 149
5223 4601 151
5224 424 54
5224 5692 54
5225 395 112
5225 5654 200
5225 9442 174
5225 4851 168
5226 3028 195
5226 9299 18
5226 230 42
5227 6429 68
5227 2852 163
5228 5810 146
5228 1281 180
5228 7636 30
5229 4526 198
5229 8839 137
5230 202 41
5230 9703 101
5230 9264 13
5231 3015 80
5231 8839 109
5232 7904 155
5232 5792 32
5232 1485 162
5233 5810 48
5233 3167 132
5233 7049 160
5233 9118 74
5234 1371 131
5234 6748 83
5235 9640 144
5235 1401 124
5236 1283 33
5236 2473 24
5237 1866 132
5237 5624 131
5237 4428 198
5237 611 0
5238 21 192
5238 4106 111
5238 5847 179
5238 9553 31
5239 1000 163
5239 1030 11
5239 7214 195
5239 9296 198
5240 9819 177
5240 4023 57
5240 5134 169
5240 4564 107
5241 8357 184
5241 2759 62
5241 4170 85
5242 2134 128
5242 4592 176
5243 834 4
5243 244 63
5243 2045 35
5243 1019 165
5244 3375 44
5244 494 179
5245 1258 95
5245 3029 135
5245 4578 39
5246 8139 131
5246 675 33
5246 839 94
5247 474 103
5247 9515 173
5247 3720 58
5247 7017 175
5248 2661 122
5248 6350 111
5248 646 162
5248 7259 43
5249 1908 100
5249 6708 15
5249 9438 101
5249 4693 24
5250 8976 141
5250 9210 113
5250 7814 62
5250 5919 146
5251 9911 43
5251 2624 196
5252 130 41
5252 6566 53
5252 5107 1
5252 1082 90
5253 9784 144
5253 5393 96
5253 6493 56
5254 9555 163
5254 245 176
5255 7148 33
5255 5977 133
5255 7359 31
5256 3053 2
5256 6745 33
5257 2259 166
5257 1912 106
5257 8425 68
5257 6769 108
5258 4365 62
5258 5121 179
5258 4055 172
5259 1655 26
5259 1049 107
5259 5909 53
5259 281 171
5260 120 118
5260 3 115
5260 6913 83
5260 7216 192
5261 5986 177
5261 6763 162
5262 7420 27
5262 4026 122
5262 7087 116
5262 6246 101
5263 7172 159
5263 4536 43
5263 1855 13
5263 7462 110
5264 1021 68
5264 6270 151
5264 8961 12
5265 3116 57
5265 9553 166
5265 2195 185
5266 9502 163
5266 3082 151
5267 3420 165
5267 6374 174
5268 6308 138
5268 4662 73
5269 8131 138
5269 5089 181
5270 580 33
5270 7310 63
5271 6003 170
5271 7200 122
5271 2463 1
5272 846 110
5272 2366 154
5272 8315 51
5272 2319 12
5273 8212 192
5273 3146 3
5274 2506 65
5274 9554 140
5274 2363 9
5275 951 96
5275 6946 187
5275 255 173
5276 3821 77
5276 8850 62
5276 6560 79
5276 9071 33
5277 5780 2
5277 5415 173
5278 1486 98
5278 5404 94
5278 3262 199
5279 4336 28
5279 5837 192
5280 2283 155
5280 9322 52
5280 9641 60
5280 508 24
5281 9301 62
5281 2299 190
5282 8670 121
5282 9390 147
5283 5663 177
5283 3422 130
5283 6811 158
5283 1530 21
5284 4379 152
5284 2858 86
5284 2236 160
5284 8851 128
5285 6016 131
5285 7243 129
5286 4502 156
5286 5596 37
5286 4334 155
5287 1120 128
5287 4578 113
5288 7286 20
5288 9004 128
5289 336 162
5289 8591 5
5289 1696 181
5289 2121 73
5290 4338 84
5290 3865 196
5290 3071 140
5290 6369 147
5291 3105 174
5291 9233 124
5291 9704 135
5291 1078 134
5292 3342 81
5292 6549 135
5292 7751 24
5292 7454 162
5293 2036 20
5293 9745 97
5294 7938 75
5294 993 50
5294 7175 163
5294 9915 109
5295 1963 108
5295 5192 2
5295 2190 75
5296 8738 188
5296 8792 178
5296 7817 52
5296 596 94
5297 7225 85
5297 378 10
5298 8352 94
5298 5793 188
5298 2254 105
5298 8010 34
5299 1635 59
5299 4250 38
5299 4840 48
5300 6078 196
5300 9275 183
5301 6881 120
5301 1588 154
5301 7965 39
5301 7610 102
5302 4383 86
5302 1119 160
5302 4190 176
5302 5903 154
5303 1172 108
5303 6411 171
5303 8887 126
5303 198 58
5304 397 81
5304 8818 200
5304 2175 96
5305 41 7
5305 9711 95
5305 506 100
5305 2670 138
5306 4334 55
5306 1163 166
5306 1394 88
5306 2909 88
5307 4407 33
5307 3808 179
5308 699 170
5308 3749 70
5308 9606 100
5308 9379 72
5309 5509 152
5309 886 44
5310 2953 188
5310 6074 171
5310 2185 193
5310 1641 120
5311 1155 131
5311 6788 78
5311 4437 94
5312 5824 25
5312 5813 143
5312 5314 142
5313 1221 27
5313 435 172
5314 6489 50
5314 6199 63
5314 3104 193
5314 7839 75
5315 8930 42
5315 1501 136
5316 1079 34
5316 9156 110
5317 799 96
5317 4709 102
5317 8966 83
5317 5127 111
5318 141 163
5318 8756 170
5318 2770 128
5319 2185 15
5319 633 116
5319 4151 124
5320 5085 146
5320 404 128
5320 9101 40
5320 454 24
5321 230 88
5321 7492 16
5321 5509 35
5322 7312 125
5322 5362 127
5322 3049 92
5322 5527 23
5323 655 28
5323 2183 200
5323 1686 87
5324 978 55
5324 9669 137
5325 2654 71
5325 3515 135
5326 992 47
5326 3261 40
5327 3053 137
5327 8744 172
5327 3907 166
5327 1877 156
5328 428 41
5328 9761 88
5329 3235 13
5329 239 192
5330 7404 49
5330 635 55
5330 7100 99
5330 4214 157
5331 2111 198
5331 6783 57
5332 749 130
5332 2844 132
5332 1069 63
5333 8478 11
5333 9181 148
5334 1997 37
5334 383 172
5335 3918 172
5335 4528 181
5336 7984 155
5336 9557 154
5337 9406 168
5337 1742 84
5338 8577 33
5338 6414 145
5338 1637 162
5338 8747 22
5339 9560 155
5339 2430 34
5339 9156 81
5340 2259 68
5340 4958 6
5341 1181 47
5341 94 29
5341 7849 111
5342 2150 40
5342 7748 67
5343 1233 49
5343 8686 70
5343 2691 31
5343 7455 170
5344 5683 164
5344 5373 94
5344 8317 21
5344 7076 180
5345 1522 196
5345 5888 4
5345 3066 73
5346 2334 30
5346 2217 99
5347 4853 27
5347 3438 140
5348 7916 178
5348 3851 121
5349 4243 125
5349 2163 108
5349 5470 39
5350 660 81
5350 6258 25
5350 3562 78
5351 5716 122
5351 531 126
5351 5002 168
5352 6960 54
5352 3679 183
5352 798 81
5352 5722 64
5353 9991 161
5353 1385 0
5353 800 35
5353 336 15
5354 3540 50
5354 811 43
5355 5491 95
5355 5332 5
5355 3141 33
5355 1760 192
5356 2231 83
5356 781 170
5356 1497 128
5357 2506 86
5357 385 12
5358 658 155
5358 9524 32
5358 4192 176
5358 6546 102
5359 3809 76
5359 6045 20
5359 6946 91
5360 6788 178
5360 1662 49
5360 5533 76
5361 9462 98
5361 8740 154
5361 8211 150
5361 2878 181
5362 5846 170
5362 1124 158
5362 3611 114
5363 2486 128
5363 6896 77
5363 8954 3
5363 9886 182
5364 58 96
5364 6752 5
5364 6397 13
5364 3224 78
5365 7488 103
5365 6129 91
5366 7601 34
5366 6837 182
5367 3118 168
5367 3845 196
5367 6664 138
5368 3761 30
5368 4546 148
5368 5078 87
5368 4059 154
5369 5968 76
5369 3897 99
5369 5569 127
5370 5273 54
5370 8000 90
5371 5643 105
5371 7560 92
5372 419 108
5372 2986 125
5373 2046 40
5373 5288 184
5373 5554 200
5373 3794 32
5374 5074 24
5374 7856 30
5374 242 153
5375 2918 75
5375 1888 124
5375 4118 127
5375 8812 117
5376 1150 126
5376 131 70
5376 8242 18
5376 351 40
5377 3877 93
5377 6169 162
5377 4581 1
5378 7079 43
5378 3153 83
5378 2423 28
5379 5997 70
5379 1129 56
5379 750 56
5379 1981 80
5380 7667 127
5380 88 2
5381 7063 13
5381 1978 70
5381 6727 155
5381 5797 94
5382 3552 84
5382 8373 166
5383 7201 93
5383 5162 69
5383 8288 159
5383 3123 157
5384 1590 156
5384 3274 24
5384 4884 107
5384 8359 66
5385 9210 21
5385 5960 55
5385 4846 139
5385 2116 69
5386 5649 199
5386 7900 29
5386 920 167
5386 1482 60
5387 8741 17
5387 3515 151
5388 9441 92
5388 927 20
5389 982 197
5389 4675 85
5390 199 198
5390 9349 88
5391 2528 149
5391 4559 197
5392 1829 159
5392 7477 48
5392 7224 85
5393 5063 178
5393 4461 163
5393 3494 109
5394 3163 61
5394 2320 102
5394 4873 110
5395 7149 164
5395 684 133
5395 5017 184
5395 6351 165
5396 3744 16
5396 2323 23
5396 4253 116
5397 2944 28
5397 7454 75
5397 1115 149
5398 7154 27
5398 6184 174
5398 1786 54
5398 5848 165
5399 3715 153
5399 4263 132
5400 9039 13
5400 3281 103
5401 7305 68
5401 6867 83
5401 1317 10
5402 9142 167
5402 8095 33
5402 6605 121
5402 1033 70
5403 9661 104
5403 2431 82
5403 2484 17
5404 4643 46
5404 844 109
5404 4852 111
5404 8006 142
5405 1580 196
5405 7406 185
5405 5529 151
5406 5301 169
5406 5057 6
5406 5967 186
5406 5918 12
5407 7599 92
5407 5222 98
5407 5682 40
5407 5712 65
5408 1563 182
5408 7774 52
5408 688 186
5409 1779 155
5409 4363 2
5410 9532 156
5410 8261 186
5411 3811 194
5411 4523 176
5412 8509 57
5412 5797 147
5412 5052 22
5413 6735 35
5413 610 121
5413 4101 135
5414 7807 20
5414 4012 69
5414 2865 33
5414 8625 149
5415 2486 96
5415 9171 12
5416 6458 182
5416 5028 83
5417 8649 39
5417 3039 83
5417 3660 127
5418 6507 141
5418 6625 91
5419 4726 78
5419 2370 162
5419 5391 18
5420 2102 106
5420 6110 16
5421 9580 73
5421 3511 85
5421 7489 99
5422 455 76
5422 9491 196
5423 6562 157
5423 8594 79
5423 3826 132
5424 1031 25
5424 8023 152
5424 1090 117
5424 1036 102
5425 9802 85
5425 8660 182
5425 1881 160
5425 8283 94
5426 6154 190
5426 1566 85
5426 7673 170
5427 702 105
5427 1555 159
5428 7733 72
5428 8482 10
5428 1618 156
5428 9509 168
5429 8233 123
5429 486 80
5429 6353 73
5430 2907 43
5430 5083 31
5430 6870 126
